sha,date,chrome-version,chrome,firefox-version,firefox,safari-version,safari
9d42cfbd911a281dd0b83eb9045ff7cfb6622ba9,2021-11-04,97.0.4688.2 dev,491.30735339146304,96.0a1,1396.8696996688277,125 preview,4107.077203760289
26b18248b2a3be4eb0e7c84b78f684412900920a,2021-11-05,97.0.4688.2 dev,491.00790930989945,96.0a1,1396.4665532920662,125 preview,4108.691384414736
3904336d37ed6f480fc8879ea8bd5683a39ede3d,2021-11-06,97.0.4688.2 dev,490.85794682530195,96.0a1,1401.4405543622136,125 preview,4114.26655313637
3757761835b6e888a196b668ae9db7249e7710a8,2021-11-08,97.0.4688.2 dev,493.23254357954886,96.0a1,1341.8238786105896,125 preview,4119.560055121565
00be84da812dbc479b2d1ec9bd8859a04b21d87e,2021-11-09,97.0.4692.8 dev,489.44096859739864,96.0a1,1349.0459632049703,125 preview,4131.1309873655455
8154494727c8990112979fbf77fda4bee98f4bae,2021-11-10,97.0.4692.8 dev,494.36256088932305,96.0a1,1352.6905770187532,125 preview,4181.219941971985
9bb25759452dcad9edd83e676f83c73a7bf9f16e,2021-11-11,97.0.4692.8 dev,497.0870501277444,96.0a1,1351.6761346960338,125 preview,4185.850667141898
6d1c0336a90465a5524ef31ec7819e35ceb45845,2021-11-12,97.0.4692.8 dev,498.13546846500765,96.0a1,1354.0392844251407,125 preview,4187.001223267226
dc91bc44ac13e268173db8afe9ee7eb6cfbf73d1,2021-11-13,97.0.4692.8 dev,495.13990173466595,96.0a1,1354.009657805931,125 preview,4187.624952400551
d84fcf400fef8c7431d7745e7dc2fa1358910f1a,2021-11-14,97.0.4692.8 dev,494.6738905699932,96.0a1,1354.6658819286145,125 preview,4184.450519861307
61f6a6e194b11e448889ec23af9bc37a1eda1b60,2021-11-15,97.0.4692.8 dev,496.0313158511083,96.0a1,1352.5551131316586,125 preview,4182.626745618406
6b748776cc0fed59fc0eecd072ca21d6f687c62e,2021-11-16,97.0.4692.20 dev,559.2060683572256,96.0a1,1577.053731393018,135 preview,3450.0893688315887
266273172093e63a85e72b184735342d5c298797,2021-11-17,97.0.4692.20 dev,563.5155150723045,96.0a1,1569.1555785287633,135 preview,3445.2654539681603
628af0fd55db95d785a63484882998343e3a069e,2021-11-18,97.0.4692.20 dev,564.6854436452048,96.0a1,1573.303456850283,135 preview,3452.807676544358
ab2592d3c62f8f131d695e7c5c0ab08e273c85ce,2021-11-19,97.0.4692.20 dev,566.134687292648,96.0a1,1571.697080648914,135 preview,3451.5687238174114
11d33be008a5990bfe1cc62549d9e4538e6a7813,2021-11-23,97.0.4692.20 dev,560.7175371560206,96.0a1,1570.5859260003065,135 preview,3454.3442493860293
a4ee3de9da209b65ab902d63546bf2a96d454ba2,2021-11-24,97.0.4692.20 dev,563.6624740073373,96.0a1,1564.6338301184908,135 preview,3468.414501007724
